-12.5
-12
-11.5
-11
-10.4
-9.9
-9.4
-8.8
-8.3
-7.8
-7.2
-6.7
-6.2
-5.6
-5.1
-4.6
-4
-3.5
-3
-2.4
-1.9
-1.3
-0.8
-0.3
0.3
0.8
1.3
1.9
2.4
3
3.5
4
4.6
5.1
5.6
6.2
6.7
7.2
7.8
8.3
8.8
9.4
9.9
10.4
11
11.5
12
12.5
