v0, k0, x, y, yaw, km, kf, sf
0.1,-2.70709,2.9115,4.98081,-0.796828,0.427791,-1.71828,8.47444
0.1,-2.70709,3.41369,4.976,-0.785099,0.464941,-1.71548,8.92926
0.1,-2.70709,-0.983661,-1.97335,-0.0329733,0.966518,0.945822,3.59364
0.1,-2.70709,-0.427973,-1.94602,-0.0224947,1.02966,1.19832,2.86834
0.1,-2.70709,-0.922875,-1.48693,0.0599532,0.804156,4.98928,2.6519
0.1,-2.70709,4.99135,1.03137,0.00127783,0.0524799,-0.389811,7.58164
0.1,-2.70709,4.97255,1.59353,-0.00220878,0.0923513,-0.500111,7.6451
0.1,-2.70709,4.93173,2.01888,0.0235363,0.137686,-0.59855,7.78706
0.1,-2.70709,3.95247,2.58195,0.0181594,0.0479457,-0.609153,6.97791
0.1,-2.70709,4.4885,2.54697,-0.0362965,0.125026,-0.681915,7.49054
0.1,-2.70709,4.90961,2.48521,-0.0289449,0.178183,-0.705996,7.886
0.1,-2.70709,-2.53803,2.94127,0.0308135,0.348399,-2.46502,5.60819
0.1,-2.70709,-1.9695,2.95946,-0.0829689,0.236101,-2.27505,5.29568
0.1,-2.70709,-1.4503,2.93092,-0.0449675,0.123271,-2.05924,5.06067
0.1,-2.70709,3.46759,3.03426,-0.035076,0.0672899,-0.760996,6.84899
0.1,-2.70709,3.95155,3.04809,-0.00424105,0.121322,-0.754069,7.24165
0.1,-2.70709,4.4405,2.95895,-0.0272615,0.178997,-0.793794,7.67148
0.1,-2.70709,4.96884,2.96061,-0.0740848,0.243841,-0.837549,8.18638
0.1,-2.70709,-2.96677,3.45219,-0.0783184,0.5159,-2.57651,6.46938
0.1,-2.70709,-2.48766,3.45062,-0.0729818,0.406419,-2.31826,5.99774
0.1,-2.70709,-2.02215,3.54684,0.0648899,0.319465,-2.15136,5.77764
0.1,-2.70709,-1.51439,3.47765,0.0351974,0.232806,-2.00876,5.58182
0.1,-2.70709,-0.984128,3.43398,0.0382655,0.140821,-1.81259,5.40406
0.1,-2.70709,-0.571304,3.49052,0.0668769,0.0908694,-1.64195,5.39598
0.1,-2.70709,0.474648,3.43121,0.0200594,0.000180151,-1.28106,5.4674
0.1,-2.70709,2.46106,3.41882,0.02341,0.0437927,-0.865438,6.34459
0.1,-2.70709,2.93953,3.538,-0.00240386,0.10387,-0.916891,6.77978
0.1,-2.70709,3.45278,3.56853,-0.0237917,0.150505,-0.913094,7.16866
0.1,-2.70709,3.99513,3.48555,-0.0845713,0.194041,-0.905755,7.53479
0.1,-2.70709,4.43882,3.56371,-0.0108696,0.260614,-0.932967,8.05453
0.1,-2.70709,4.93818,3.50178,0.0430154,0.326497,-0.925309,8.66292
0.1,-2.70709,-3.01132,3.93546,-0.0471787,0.594189,-2.41961,7.12578
0.1,-2.70709,-2.47457,3.97944,-0.094074,0.481998,-2.28849,6.56221
0.1,-2.70709,-1.98808,3.96697,-0.0869126,0.39437,-2.16649,6.25277
0.1,-2.70709,-1.53513,3.98404,0.0584848,0.317481,-1.99429,6.05001
0.1,-2.70709,-0.983459,3.9792,-0.062888,0.260937,-1.84959,5.99628
0.1,-2.70709,-0.513675,3.985,0.0323601,0.20196,-1.72042,5.9388
0.1,-2.70709,0.468511,3.95173,-0.0292225,0.143993,-1.49827,6.0541
0.1,-2.70709,1.96517,3.96796,-0.0513563,0.151193,-1.19957,6.60024
0.1,-2.70709,2.46096,3.95511,0.0178883,0.157497,-1.07599,6.82771
0.1,-2.70709,2.97574,3.93325,-0.0183778,0.178956,-1.01289,7.08865
0.1,-2.70709,3.45854,3.99723,0.00203403,0.22209,-0.98561,7.46769
0.1,-2.70709,3.98757,4.01903,-0.0101476,0.273421,-0.987229,7.92026
0.1,-2.70709,4.46891,3.96205,-0.0771104,0.341147,-1.04421,8.52998
0.1,-2.70709,4.92095,4.00405,0.0249704,0.435009,-1.10536,9.40624
0.1,-2.70709,-2.50215,4.43965,-0.0444533,0.568572,-2.26271,7.25107
0.1,-2.70709,-2.05311,4.4768,0.0510768,0.494299,-2.16075,6.92959
0.1,-2.70709,-1.46592,4.42828,0.00741242,0.39299,-1.97368,6.52672
0.1,-2.70709,-1.03323,4.47847,0.0436927,0.348934,-1.91399,6.49002
0.1,-2.70709,-0.53382,4.45365,0.0100577,0.295968,-1.78121,6.40021
0.1,-2.70709,0.461711,4.49142,0.0563449,0.233521,-1.49385,6.46408
0.1,-2.70709,0.950329,4.45905,0.0629162,0.223851,-1.40755,6.60538
0.1,-2.70709,1.44243,4.44558,0.0414551,0.208252,-1.26245,6.68581
0.1,-2.70709,2.01102,4.47918,-0.0804552,0.228693,-1.25029,6.97716
0.1,-2.70709,2.48973,4.46886,-0.0549547,0.245527,-1.18821,7.23298
0.1,-2.70709,2.96879,4.49471,0.00611554,0.277275,-1.14013,7.58168
