v0, k0, x, y, yaw, km, kf, sf
0,-2.16709,1.55124,-2.92242,-0.624471,0.244424,-0.0554739,4.71117
0,-2.16709,-2.46082,-2.48452,-1.88948,0.052819,0.0743744,4.70866
0,-2.16709,-1.96262,-2.52308,-1.76656,-0.0313688,0.135121,4.34039
0,-2.16709,-1.41958,-2.54728,-1.60873,-0.0993694,0.185335,4.04455
0,-2.16709,-0.988523,-2.49214,-1.47871,-0.160051,0.227387,3.80276
0,-2.16709,2.00164,-2.43625,-0.412484,0.16877,0.00532428,4.27369
0,-2.16709,-2.93175,-2.06427,-2.07054,0.0630272,0.0646365,4.84775
0,-2.16709,-2.46458,-2.02034,-1.99085,-0.0495846,0.147012,4.39598
0,-2.16709,1.51325,-1.92765,-0.436098,-0.115801,0.212878,3.41125
0,-2.16709,2.00465,-1.95519,-0.2993,0.0299946,0.110545,3.74534
0,-2.16709,2.45008,-1.91516,-0.17726,0.219071,-0.0268058,4.33189
0,-2.16709,-2.97286,-1.51742,-2.20845,-0.0241353,0.126315,4.59641
0,-2.16709,1.50536,-1.48837,-0.309989,-0.226455,0.291136,3.09013
0,-2.16709,2.02593,-1.47096,-0.151315,-0.0586619,0.17716,3.42038
0,-2.16709,2.51734,-1.43755,-0.057841,0.124601,0.0418452,3.89428
0,-2.16709,-2.97772,-1.03256,-2.34046,-0.0878415,0.168853,4.4459
